date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:13:37	11002/11002	---MCZ	200	added ('OK')	application/javascript	etag:W/%222afa-19a5425d970%22	https://webcdn.getjusto.com/assets/index-DbikbWEE.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/index-DbikbWEE.js	(from https://www.hanoisushi.cl/pedir)
11:13:37	2148/2148	---MCZ	200	added ('OK')	application/javascript	etag:W/%22864-19a5425d970%22	https://webcdn.getjusto.com/assets/loginViaAuth-CQHEdACz.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/loginViaAuth-CQHEdACz.js	(from https://www.hanoisushi.cl/pedir)
11:13:38	26984/26984	---MCZ	200	added ('OK')	application/javascript	etag:W/%226968-19a5425d970%22	https://webcdn.getjusto.com/assets/dropdown-menu-YfhecZr1.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/dropdown-menu-YfhecZr1.js	(from https://www.hanoisushi.cl/pedir)
11:13:38	3538/3538	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dd2-19a5425d970%22	https://webcdn.getjusto.com/assets/index-BLnOCR5Q.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/index-BLnOCR5Q.js	(from https://www.hanoisushi.cl/pedir)
11:13:38	16665/16665	---MCZ	200	added ('OK')	application/javascript	etag:W/%224119-19a5425d970%22	https://webcdn.getjusto.com/assets/Combination-DP3is0_f.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/Combination-DP3is0_f.js	(from https://www.hanoisushi.cl/pedir)
11:13:38	22381/22381	---MCZ	200	added ('OK')	application/javascript	etag:W/%22576d-19a5425d588%22	https://webcdn.getjusto.com/assets/react-icons.esm-D-bY5_Bc.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/react-icons.esm-D-bY5_Bc.js	(from https://www.hanoisushi.cl/pedir)
11:13:38	114788/114788	---MCZ	200	added ('OK')	application/javascript	etag:W/%221c064-19a5425d970%22	https://webcdn.getjusto.com/assets/gql-CqV_3job.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/gql-CqV_3job.js	(from https://www.hanoisushi.cl/pedir)
11:13:39	6061/6061	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217ad-19a5425d970%22	https://webcdn.getjusto.com/assets/index-D0qyXq4U.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/index-D0qyXq4U.js	(from https://www.hanoisushi.cl/pedir)
11:13:39	414/414	---M--	200	added ('OK')	application/javascript	etag:W/%2219e-19a5425d588%22	https://webcdn.getjusto.com/assets/useScript-DIQuGbCK.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/useScript-DIQuGbCK.js	(from https://www.hanoisushi.cl/pedir)
11:13:39	412/412	---M--	200	added ('OK')	application/javascript	etag:W/%2219c-19a5425d588%22	https://webcdn.getjusto.com/assets/useOnCreateSession.main-8_To5xw3.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/useOnCreateSession.main-8_To5xw3.js	(from https://www.hanoisushi.cl/pedir)
11:13:39	430/430	---M--	200	added ('OK')	application/javascript	etag:W/%221ae-19a5425d588%22	https://webcdn.getjusto.com/assets/shopping-bag-DGgdUTTN.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/shopping-bag-DGgdUTTN.js	(from https://www.hanoisushi.cl/pedir)
11:13:39	165611/165611	---MCZ	200	added ('OK')	application/javascript	etag:W/%22286eb-19a5425d970%22	https://webcdn.getjusto.com/assets/root-DKnNmNse.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/root-DKnNmNse.js	(from https://www.hanoisushi.cl/pedir)
11:13:40	36608/36608	---MCZ	200	added ('OK')	application/javascript	etag:W/%228f00-19a5425d970%22	https://webcdn.getjusto.com/assets/index-DQcw9fEh.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/index-DQcw9fEh.js	(from https://www.hanoisushi.cl/pedir)
11:13:40	17621/17621	---MCZ	200	added ('OK')	application/javascript	etag:W/%2244d5-19a5425d970%22	https://webcdn.getjusto.com/assets/index-D-adSmCD.js	C:/My%20Web%20Sites/hanoi%20sushi/webcdn.getjusto.com/assets/index-D-adSmCD.js	(from https://www.hanoisushi.cl/pedir)
